Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
0.0,0.44541218490489987,3.24605263686157
1.0,-0.010031735847250034,-2.49757340395346
2.0,-0.31745674350027,-0.024740892834507637
3.0,0.306028077506185,2.2344231237492247
4.0,0.7565750474684301,1.1207801528552042
5.0,0.711926679929255,1.786704629959983
6.0,0.99691694049718,3.9652327822726896
7.0,0.3940570472475301,2.783359115112108
8.0,0.31025079958805,1.1761501346506564
9.0,0.9281076584945149,0.4102196666277613
10.0,0.730029179515215,0.8719241182240476
11.0,0.812949349314305,3.6816063340995173
12.0,0.9024257729034451,5.264801510409315
13.0,0.26904183186235997,3.719657904988606
14.0,0.2707678162232499,1.140706660189706
15.0,0.9347429011430299,0.4367067207591996
16.0,0.76380756924193,1.148975863280954
17.0,1.262624106697345,3.5650486675486763
18.0,1.2955580555863748,4.4486233372518535
19.0,0.7142525018101651,2.475884081186679
20.0,1.006944644017375,0.17105043631963973
21.0,1.4988112314607949,1.0189976678867452
22.0,0.858537583949485,1.4636309819479134
23.0,0.9202945129359401,4.489551631400118
24.0,0.7429456733171702,4.87665442855718
25.0,0.20981414820484012,2.684234444162349
26.0,0.21692328107254025,0.29921794504539106
27.0,-0.25938012495273,-0.7206703713259549
28.0,-0.7176639860545899,-1.546113874630678
29.0,-0.48077073048902474,-4.317274004369968
30.0,-0.9065674715847949,-4.054346169359896
31.0,-1.21847433967266,-1.6326606923552487
32.0,-0.671975069807425,-0.771968786114054
33.0,-0.25855494153299996,-0.9745615834172687
34.0,-0.2215868091292199,-1.3812565469602531
35.0,0.11997769393586499,3.762345377459106
36.0,-0.4220818088766699,-3.001366445030192
37.0,-0.67345193906143,-0.41001832836763885
38.0,-0.14226438218736004,-1.6628708556989154
39.0,-0.25472962056842,-0.690754457073028
40.0,-0.239872331928205,-2.0343097220950277
41.0,0.07275938838211005,3.938814829061983
42.0,-0.558731829554855,-2.6733660283344327
43.0,-0.9802883297795999,-0.5593330434991229
44.0,-0.505896134651645,-1.033956678295598
45.0,-0.381521038840245,-0.9579279506703189
46.0,-0.11919102354666,-3.841261060873835
47.0,-0.04283545037172032,-5.108559681718158
48.0,-0.58994448909102,-3.5019125804144946
49.0,-0.73682470289315,-0.40791167716517085
50.0,-0.46991283647918,-1.104631801772572
51.0,-0.416812320993015,-0.2944414878815137
52.0,-0.0858292327874699,-3.1096281154366783
53.0,-0.1883231954744049,-3.815887055605765
54.0,-0.76527325613742,-1.816317994201714
55.0,-0.03667578539963501,-0.3622804550598313
56.0,0.441509338462745,0.9370395442536319
57.0,0.0021005969350649245,1.5739813435793124
58.0,0.03267121191639011,4.825595697480685
59.0,-0.50082048648207,-5.189398733081787
60.0,-1.5083873740407399,-2.687073566775487
61.0,-1.636645104557425,-0.08952276706970896
62.0,-1.26600234127091,-0.0852164513146466
63.0,-1.27776672991562,-2.443753316637666
64.0,-0.5745139664196053,-5.557660678392699
65.0,-0.9607029454123299,-5.095460921010647
