Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr), K Smoke (1/m)
376,0.037146,0.066716642,0.025016244,357.825,0.209362173,0.00045856,-1.13E-06,0.000666454
377,0.056919,0.049573078,0.025197693,357.662,0.209397737,0.00047403,-8.04E-07,0.000736598
378,-0.019286,0.033244414,0.025036399,357.493,0.20942864,0.000492921,1.25E-06,0.00071907
379,-0.037775,0.030455473,0.024784207,357.355,0.209436093,0.000481054,2.81E-06,0.00074538
380,-0.03801,0.040098963,0.024466438,357.218,0.2094174,0.00046347,1.56E-06,0.000815531
381,-0.037381,0.06284012,0.02500298,357.011,0.20937125,0.000454932,-4.63E-07,0.000736598
382,-0.038035,0.065061597,0.024974283,356.815,0.209366675,0.000453515,-1.15E-06,0.00061383
383,-0.037197,0.046640263,0.025141188,356.62,0.209404221,0.000472351,-4.86E-07,0.000710282
384,-0.036408,0.026163019,0.025410139,356.445,0.209447052,0.000482733,2.14E-06,0.00071026
385,0.038355,0.023921528,0.025519623,356.287,0.209453797,0.000473536,3.04E-06,0.000806726
386,-0.018656,0.04446089,0.025068449,356.16,0.209412329,0.000452914,9.63E-07,0.00077165
387,-0.038036,0.067992043,0.025431104,355.972,0.20936418,0.000446302,-5.76E-07,0.000754109
388,-0.037801,0.062414152,0.025097265,355.8,0.209372704,0.000455995,-1.06E-06,0.000754121
389,-0.038561,0.042936556,0.02490631,355.669,0.209411578,0.00047167,-2.43E-07,0.000710277
390,-0.038562,0.032351792,0.025230929,355.52,0.209434474,0.000475622,2.20E-06,0.000613823
391,-0.03809,0.034411908,0.024998062,355.356,0.209431951,0.000461504,2.87E-06,0.000745362
392,-0.038299,0.050685681,0.025024177,355.181,0.209400442,0.000443234,6.84E-07,0.000578754
393,-0.038588,0.069185005,0.024892843,355.014,0.209360022,0.000438363,-7.53E-07,0.000683982
394,-0.038746,0.058360944,0.024562998,354.876,0.209380266,0.000449335,-1.05E-06,0.00077165
395,-0.038773,0.040004339,0.024686344,354.783,0.209416829,0.000473266,2.39E-07,0.000683961
396,-0.038773,0.027724116,0.02489886,354.638,0.209445466,0.000467436,2.51E-06,0.000745355
397,-0.786245,0.02865536,0.02488601,354.473,0.209447316,0.000448517,2.51E-06,0.000762889
398,-0.974283,0.046693357,0.024862331,354.322,0.209412101,0.000427427,2.54E-07,0.000745337
399,-0.974283,0.062835711,0.025186689,354.102,0.209379021,0.000423535,-9.41E-07,0.000596268
400,-0.974177,0.049277381,0.025271763,353.913,0.209406045,0.000438834,-6.99E-07,0.000561193
401,-0.974361,0.031253478,0.025608145,353.67,0.20944378,0.000451045,1.12E-07,0.000534897
402,-0.974309,0.018410717,0.025793627,353.459,0.209472414,0.000444768,2.60E-06,0.000552446
403,-0.974388,0.023212093,0.025278481,353.26,0.209463944,0.000431143,2.47E-06,0.000561207
404,-0.973994,0.043518324,0.02539636,353.079,0.209423302,0.00041775,1.89E-07,0.00071027
405,-0.974308,0.047406251,0.025238354,352.857,0.209416063,0.00041052,-1.00E-06,0.00069273
406,-0.974204,0.027744616,0.024833942,352.609,0.20945353,0.000432691,-3.58E-07,0.000622588
407,-0.974256,0.012036087,0.025050598,352.389,0.209485233,0.0004476,1.33E-06,0.000640128
408,-0.974177,0.008167379,0.025277668,352.245,0.209495524,0.000437688,2.88E-06,0.000692731
409,-0.974256,0.018243708,0.02545011,352.079,0.209478073,0.000418373,1.74E-06,0.000675176
410,-0.974177,0.038671011,0.025724507,351.9,0.20943585,0.000414155,-9.54E-08,0.000780399
411,-0.974151,0.043557826,0.025617058,351.682,0.209424079,0.000419625,-1.07E-06,0.000683964
412,-0.974151,0.024338328,0.025622561,351.477,0.209460158,0.00044512,-1.45E-07,0.000552438
413,-0.974151,0.002534279,0.025414178,351.286,0.20950459,0.000456166,1.39E-06,0.000719028
414,-0.974256,-0.000693698,0.025272061,351.143,0.20951403,0.00044248,2.83E-06,0.000701479
415,-0.974176,0.011299472,0.025278462,351.034,0.20949177,0.000424832,1.61E-06,0.00072777
416,-0.974151,0.034492944,0.025326181,350.919,0.209444815,0.000409413,-4.14E-07,0.000710225
417,-0.974151,0.033068889,0.025460794,350.746,0.209447806,0.000413096,-1.14E-06,0.000754056
418,-0.974361,0.014279529,0.025559169,350.568,0.209484636,0.00043273,-5.12E-07,0.000640066
419,-0.974204,0.000763377,0.025273247,350.401,0.209510514,0.000445632,1.82E-06,0.000841733
420,-0.974256,0.001086721,0.025487024,350.176,0.209512578,0.000430838,2.82E-06,0.000754061
421,-0.974073,0.022323341,0.025251581,350.032,0.209470673,0.000411255,5.59E-07,0.00077161
422,-0.97402,0.044812551,0.025231059,349.875,0.209422449,0.000406874,-8.12E-07,0.000876839
423,-0.97423,0.038793817,0.025496618,349.752,0.209434466,0.000417487,-1.05E-06,0.000552411
424,-0.974177,0.014117805,0.025692539,349.642,0.209484113,0.000437225,-2.43E-07,0.000719001
425,-0.974256,3.53E-05,0.025189947,349.507,0.209512406,0.000443606,2.21E-06,0.00065761
426,-0.974283,0.003184602,0.02544465,349.314,0.209509159,0.00042592,2.42E-06,0.000692686
427,-0.974177,0.020221854,0.025866447,349.099,0.209476121,0.000411903,8.57E-07,0.000710222
428,-0.974151,0.036812385,0.025584251,348.896,0.209440938,0.000408088,-7.72E-07,0.00081545
429,-0.974151,0.019375062,0.025910808,348.725,0.209477122,0.000419257,-1.02E-06,0.000850535
430,-0.974256,-0.000937696,0.025747004,348.556,0.209515309,0.00044273,4.23E-07,0.000780392
431,-0.974283,-0.002549707,0.025709124,348.39,0.209517823,0.000443975,2.49E-06,0.000771618
432,-0.974177,0.005635623,0.025546012,348.289,0.209504795,0.00042202,2.05E-06,0.00074529
433,-0.974361,0.024297284,0.025413044,348.111,0.209466818,0.000410393,6.41E-07,0.000824204
434,-0.974309,0.037165182,0.025170602,347.932,0.209438913,0.000407954,-8.94E-07,0.000692694
435,-0.974283,0.023635326,0.025887882,347.76,0.209468101,0.000418602,-1.11E-06,0.000876839
436,-0.974177,0.004470382,0.025661289,347.61,0.209503146,0.000443614,1.19E-06,0.000657624
437,-0.974256,-0.00107397,0.025450831,347.42,0.20951539,0.000439821,2.88E-06,0.000640082
438,-0.974177,0.00789464,0.025516537,347.283,0.209501265,0.000416556,1.29E-06,0.000832974
439,-0.974151,0.027881072,0.025322082,347.169,0.209459597,0.000407665,-1.39E-07,0.000797892
440,-0.974151,0.036026858,0.025656751,347.053,0.209441932,0.000413032,-1.07E-06,0.000797865
441,-0.974046,0.011718983,0.025770308,346.89,0.209491908,0.000426129,-8.26E-07,0.000850446
442,-0.974124,-0.006199314,0.025574938,346.759,0.20952593,0.000444909,1.51E-06,0.000841699
443,-0.974361,-0.009954655,0.025559303,346.602,0.209534786,0.000439324,2.93E-06,0.000832921
444,-0.974309,0.000295807,0.025609344,346.404,0.209517623,0.000417263,1.46E-06,0.000727723
445,-0.974389,0.029145451,0.025947459,346.302,0.20945838,0.000407732,-2.30E-07,0.00078036
446,-0.974203,0.033247483,0.025361965,346.209,0.209445491,0.000420729,-1.02E-06,0.000622552
