Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
0.0,0.06264507236598837,1.8618393378706966
1.0,0.5734761013021494,2.454913391231216
2.0,0.5920045387405684,1.988301743924754
3.0,1.1288308130265308,2.6943617537462607
4.0,0.9877663947271453,3.8871659783688632
5.0,0.9216221390678796,5.281186296112901
6.0,1.8150007491224978,7.122236284909196
7.0,2.7357114631650776,8.602615704716648
8.0,3.7146292000346457,10.388281862811084
9.0,5.475834838478189,13.225031829824646
10.0,5.324384630194286,15.541263427490389
11.0,5.17861825788219,16.60919725119956
12.0,5.956478860615603,18.154426139742135
13.0,7.15727968993511,20.913963841277802
14.0,9.371372057023168,25.195938384835596
15.0,10.6654003887274,29.66103772031734
16.0,10.164315795684205,32.37577856339407
17.0,11.144699906897973,35.69570133659639
18.0,13.245261598314464,39.30311042484649
19.0,15.556279168714774,43.66228694573883
20.0,17.138118738096534,47.28077208411982
21.0,17.903885184269782,50.790242467254345
22.0,18.417854791259096,53.049814330730165
23.0,19.73663486404181,55.05087193494776
24.0,20.341243608645453,54.90467959313736
25.0,21.591591134004442,57.38280881021378
26.0,22.404337260601064,59.80120528208588
27.0,22.855069058076477,62.44220795407764
28.0,23.279681518273883,62.876162635048004
29.0,24.726273702491444,63.15610293871578
30.0,27.476975003136772,63.32590147385194
31.0,31.99656067382967,65.08004590686808
32.0,36.0328893921088,66.06001861704272
33.0,39.332725598899664,66.28554312171848
34.0,43.11334648510771,65.82954564816217
35.0,46.92101456460782,63.60133920539062
36.0,51.44662679283574,63.510422093841285
37.0,55.588290072794955,64.42637561116541
38.0,59.332164688166195,65.18218195766433
39.0,63.32326818520145,66.42741684435342
40.0,68.80293367669123,65.34763297935551
41.0,75.31494472326519,65.56121961550713
42.0,82.05418351924297,67.90587905267472
43.0,88.18823777897789,69.06422961766077
44.0,93.57651358920636,72.2237595957107
45.0,98.24196239029274,73.90627562150132
46.0,103.87549677094356,76.08595623683836
47.0,109.21730680169559,77.35170391381884
48.0,112.25657764415087,76.29904259001195
49.0,116.88815168008215,76.6478447511275
50.0,122.89630537611043,79.67840238906568
51.0,126.30703989874979,79.23843575729057
52.0,131.01783770410955,78.91495655666196
53.0,135.46225614623162,79.34958990915875
54.0,140.77828577721968,81.1991027288791
55.0,144.20860665540098,82.90742628863148
56.0,147.8448456781337,85.58098075808539
57.0,150.49422965973142,86.75857278850862
58.0,153.49497626547185,87.00800589641239
59.0,154.92170179506496,87.11811063656558
60.0,156.95091237874962,87.51900204755285
61.0,158.03040550167287,88.22781192818884
62.0,158.89902588313984,88.87687722782091
63.0,159.0176655909051,86.36419751258204
64.0,160.59511654554842,81.215442258263
65.0,163.64238760085718,76.88223444463569
66.0,166.8919809580165,73.96324838196313
67.0,169.8907466113736,72.70709400511276
68.0,172.6230004645161,71.1218803790283
69.0,173.63624569065587,68.68244043916155
70.0,176.56597475033888,64.63714954527909
71.0,181.19321549123882,57.40256608208814
72.0,184.72392994386166,48.64167105895342
73.0,190.0905293944852,38.94087060084847
74.0,192.47778484522362,28.55584468237806
75.0,196.10782209606108,21.484234169103356
76.0,198.96781986989944,14.23631332854657
77.0,199.6579399849664,14.44526612464585
78.0,201.64372060124703,16.826959871416662
79.0,203.7708505020836,18.468148608434426
80.0,205.89554041625507,21.445118048025147
81.0,205.55340736491493,24.75365780483546
82.0,204.51667642544172,25.413327169565704
83.0,204.31563351908028,27.816047834892185
84.0,203.93484944038696,28.09573323158248
85.0,202.40235644462902,25.39405132163374
86.0,200.94269347987714,24.641977327596063
87.0,200.73504289742996,27.062960839702914
88.0,197.23731410746848,27.701177371254953
89.0,194.60622531196788,27.92460624759376
90.0,194.642907782815,26.52023266884391
91.0,192.19888786224138,23.846287604059384
92.0,189.8741625495672,22.652685761723138
93.0,188.9419472732753,23.88275435251429
