Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
0.0,1.29532816545151,0.877898386118999
1.0,0.6372065294406334,1.377966102347594
2.0,-0.6369042023501167,-1.1684333643072822
3.0,-1.0721010342415633,-0.691833148524112
4.0,-0.36507971253266674,-1.8637774382880172
5.0,0.9340931508043999,1.9233934260127405
6.0,1.30482091101777,0.6567176016305608
7.0,0.62209208733487,1.1768057081643755
8.0,-0.8269871334892699,-0.8974617984078433
9.0,-1.2596846970412965,-1.1490738490597683
10.0,-0.4748864921454233,-2.2367028789554793
11.0,0.8567223392925968,1.616784059540044
12.0,1.1473381304612131,1.1847134854364023
13.0,0.16222342777995666,2.3552726176977927
14.0,-0.9998634883411633,-1.6749194191381362
15.0,-1.1696218272209733,-0.638488011609325
16.0,0.06679748745987994,1.2685268022694298
17.0,1.1614630079808632,0.7753998364500841
18.0,1.1208132930997665,1.72739585111711
19.0,-0.09122352382243341,-2.3747206304389734
20.0,-1.3148063485742998,-1.6325787934798228
21.0,-1.34990450329825,-1.0335480321997208
22.0,-0.2746514314677467,-1.6729942818051087
23.0,0.6861309813311266,0.6773785515210083
24.0,0.32455133127886676,1.6387375928049284
25.0,-0.9646776804327365,-1.9551328259203038
26.0,-1.7099329142349966,-1.0007040151433193
27.0,-1.1826708011169433,-0.8956035647939451
28.0,0.35643346137308346,1.6212593287032504
29.0,1.2058741260404868,1.5489364271955117
30.0,0.9054137670539101,2.1475043837183776
31.0,-0.20656655361429657,-2.084591989662555
32.0,-0.7005810587927966,-0.40702132986458717
33.0,0.4633240835369566,1.302441292195326
34.0,2.36952569564827,1.4748794659270235
35.0,3.468968559310827,0.7510917192303308
36.0,2.6353877014403833,1.961504078362409
37.0,3.725316912533513,5.126729828156755
38.0,12.228202502964464,13.037608694772004
39.0,35.827068682249546,31.013780693411064
40.0,68.7268843197508,49.06180253556516
41.0,113.45039901437053,60.383431718438516
42.0,156.81803772906235,62.183029360943806
43.0,203.17023791556684,60.70856655031648
44.0,249.89833524405367,57.451895692209284
45.0,291.2282555099261,52.13102692560229
46.0,328.06455021362854,47.902596935201345
47.0,365.0261357500555,52.46338124224483
48.0,390.5550509887731,48.542943951216394
49.0,415.98084368171527,39.961423066523096
50.0,453.51795052210394,51.163045876039526
51.0,476.664508580961,55.40024773342265
52.0,500.61233673683023,56.48730801291735
53.0,522.875824045701,61.569713690452375
54.0,530.4047856539179,58.307766906593095
55.0,562.3285452734575,48.15828267264414
56.0,558.5778434488365,48.893850668295
57.0,574.1737396900976,36.456993933081435
58.0,592.3216511268221,54.159501998348695
59.0,610.3479220946737,51.6121349669027
60.0,606.1005128970347,47.28685936260285
61.0,617.8157550820547,47.53445574580036
62.0,627.6628525552404,49.15735170544665
63.0,627.1651465877925,56.35382482707482
64.0,622.0805922303629,65.39049759103231
65.0,625.5313349895395,43.195208039703665
66.0,638.522700733008,43.463775037760534
67.0,636.7632578611447,42.86905328723375
68.0,633.4648115226637,42.04300385429545
69.0,633.6892881348023,22.792614876869816
70.0,635.9288202906752,32.09278261961161
71.0,637.6984626945296,27.47693245368431
72.0,649.6254395462307,32.964340984929706
73.0,638.0539336245237,33.19685882712187
74.0,635.9583504457236,38.673119109410486
75.0,645.6544848232061,17.40898860073102
76.0,649.9281282916768,31.796373453440285
77.0,655.0080829560715,48.26104671767889
78.0,642.8503698555083,42.046024002389174
79.0,641.3906784720517,37.77238257053558
80.0,643.0391113409205,29.411107932420588
81.0,653.8017661212742,25.10291805763013
82.0,653.0403049034865,16.19354825987366
83.0,660.520302652854,15.602542060112569
84.0,650.440411580323,26.56410277543551
85.0,650.2298090162286,28.984581392892466
86.0,651.072476104821,28.32209851850896
87.0,649.1098531921054,22.27184657563459
88.0,662.4430052076991,29.132823319648242
89.0,651.7495844141584,40.27929688053046
90.0,646.9473180517804,12.745639211547244
91.0,656.7453472920126,33.088605391834314
92.0,650.3070346174624,24.60827469408608
93.0,661.3430098757607,10.782522808072079
94.0,660.7238839727175,21.458058900642172
95.0,661.6783203333985,26.986688174406133
96.0,658.0642157060029,23.9109525429275
97.0,669.5907486801624,8.765173381571664
98.0,668.5787843322042,24.662806146021403
99.0,685.242963467062,43.71413139291152
100.0,676.1892616101624,44.874636444774495
101.0,680.4370934946193,33.08448449025827
102.0,681.9209302182206,27.717035455578237
103.0,684.0777591451446,23.378938366067576
104.0,691.8071331224082,12.353762012484376
105.0,694.1563514870109,27.612195743174944
106.0,685.9572201587548,27.096327688340782
107.0,686.3080184295851,37.02463708771858
108.0,684.6255372953801,31.180577987854768
109.0,687.1379622528513,19.83211894401451
110.0,677.9809319727033,33.65640839011995
111.0,683.4337041939795,59.418657623884776
112.0,707.8744179881538,35.41822916649797
113.0,687.7854360790302,28.02603966314488
114.0,710.1270690363218,40.9448349340196
115.0,717.6169400726276,33.31357145640173
116.0,706.3910320736144,24.1622020363718
117.0,710.1667557754012,39.12788164480186
118.0,718.8973860824491,58.47702845344046
119.0,731.859060183519,50.11900145511562
120.0,722.0024276784455,43.58890038287388
121.0,713.2770855178493,13.455598410971827
122.0,731.5294477682158,38.38326174988515
123.0,721.659863930401,57.87772693105215
124.0,731.3095828286226,49.72087785297692
125.0,758.7729987605402,63.26599195534371
126.0,741.1092917224951,35.99978886805748
127.0,735.3456448280193,26.25553187605104
128.0,717.5739189329165,49.654601710445625
129.0,736.849776607923,60.22858408453499
130.0,745.9741391528546,51.110676663687244
131.0,749.1361482400783,45.667077182978815
132.0,747.6858678551113,44.710778958143536
133.0,775.0218716024128,26.076721326135083
134.0,778.7039036293836,51.95000348202189
135.0,788.0935584658313,53.892732214646
136.0,775.1033425766208,34.11364004822089
137.0,790.4317653150102,42.24712063451088
138.0,767.1050502735338,39.84325433648833
139.0,769.161624854326,38.610590447761275
140.0,786.5224767976151,33.66415360189697
141.0,775.3190449095214,29.409121133511004
142.0,792.103197761607,45.18539874838239
143.0,793.5148007877556,79.21177790087012
144.0,790.089038910444,56.12138504505566
145.0,795.9942147053266,47.36623059580356
146.0,816.1501824477069,38.001698803494286
147.0,805.1275803324751,50.00988019188636
148.0,802.014932414732,56.90525763992061
149.0,811.5201343795333,52.68894695210628
150.0,813.6767478751581,36.03002214027137
151.0,804.8190197349564,51.359447747854226
152.0,816.4963993000578,49.84516577904752
153.0,833.780584357934,54.102297743840275
154.0,832.3514834883937,29.615950399102097
155.0,825.7892703147058,48.66418407736176
156.0,820.0700191303317,22.978188563675012
157.0,843.6309952873671,29.17739244271942
158.0,846.9375271501444,43.20522961088784
159.0,846.1539326113339,38.66019032652244
160.0,822.5299289084169,46.74577375102432
161.0,833.792258285384,46.435251847994984
162.0,851.4371792644342,37.71126431196998
163.0,855.6318372004145,36.662514075115645
164.0,872.2365361783483,56.83615764033707
165.0,862.0508863347137,48.42977513716108
166.0,855.991106002779,60.01377675909485
167.0,873.9736012484417,41.96091627618424
168.0,865.2343265460377,26.531707070514326
169.0,895.2747611219667,38.749012738688826
170.0,880.2467737028068,66.6806617033199
171.0,877.110437832917,55.452220343318686
172.0,887.8865702860039,64.64801473208622
173.0,895.3399731104342,66.59595511672744
174.0,895.272427785066,79.13322649665635
175.0,905.2559716687297,77.52903547923425
176.0,904.3404783645339,65.49541241268847
177.0,896.19252263228,87.10322090919946
178.0,911.0897257565135,62.42306918210182
179.0,930.0067261101057,87.10592748266346
180.0,945.115871562483,61.1008230305079
181.0,941.6167946954182,61.96049658596781
182.0,928.5343587684765,74.83599526411055
183.0,944.3589262766103,95.48600139251069
184.0,956.3748758419592,52.48765003712898
185.0,962.5627845660592,105.89262014676409
186.0,942.9668611658709,55.82365541499537
187.0,949.9210941059955,63.3600713231366
188.0,956.3431271003307,40.82235123265182
189.0,951.6414803093757,82.14350671700181
190.0,983.8844155208511,115.07356382394282
191.0,1011.4663640395414,108.65276095209416
192.0,988.0725636437841,99.2404677989114
193.0,979.7700863962187,57.99862600386299
194.0,1005.2367025517142,80.89485116228833
195.0,996.5039537518778,86.69849066128059
196.0,996.4058064704205,96.88757465892597
197.0,989.4157602266863,88.36186250600379
198.0,1010.8781153812303,85.23866415933922
199.0,1037.326609326452,106.86355753810578
200.0,1020.4803442626979,74.46890263358247
201.0,1031.4307169439924,63.5305012846096
202.0,1042.314348110959,91.33745894989656
203.0,1008.8688600880602,58.63493458595069
204.0,1029.982539733592,94.43704366793789
205.0,1023.4274498541035,83.50051100020785
206.0,1014.2179296874419,82.61331613169237
207.0,1015.4140045007774,73.5876591438424
208.0,1011.2330120470755,20.45738751582918
209.0,1009.4682846425767,108.43739302809446
210.0,994.674456525845,56.092114182169766
211.0,994.3439180688442,62.143499101868365
212.0,1041.064325034435,39.71635968073718
213.0,1041.2666956972246,52.59704974661069
214.0,1035.6712299040007,16.47840234407417
215.0,1029.9123781703165,39.558874600582506
216.0,1067.1740720069067,29.84786056547477
217.0,1053.0419774683944,48.616572356699415
218.0,1034.1313053647457,67.88641812145723
219.0,1038.458493453248,30.24458581475503
220.0,1046.065239414418,35.01603496621525
221.0,1040.1524731741026,53.20899890016258
222.0,1035.2795952462777,38.03876611487901
223.0,1043.19911076643,43.92559158966775
224.0,1021.6657512790811,2.7783601474617954
225.0,1036.4729124895669,13.765859618500489
226.0,1015.534752931083,23.84803807846877
227.0,1003.3134923912208,20.17431094509946
228.0,1002.0227122284119,35.33817453086225
229.0,990.3096068970611,27.810417607951962
230.0,1013.052811174471,32.15322049854129
231.0,993.6430950791328,20.314465506853793
232.0,997.7693573689384,61.41257917856424
233.0,984.8778502742713,34.7597804639701
234.0,988.4653880528539,37.885871865423994
235.0,990.5065388041108,53.457977201357956
236.0,952.6710654932593,45.6697832522449
237.0,965.1451909487383,25.84196882498349
238.0,969.3075062054223,32.41540798017643
239.0,963.7308774651214,38.73703549079773
240.0,956.923160993777,44.046898879128136
241.0,940.0919498294753,52.88280618699082
242.0,931.7260351912706,30.256099794321948
243.0,934.5467569565276,33.04562542161319
244.0,916.9759885920943,16.216033237505233
245.0,905.1404095086592,47.563532282013654
246.0,910.2130071434341,44.76230507348748
247.0,911.4382634793225,61.723852826587525
248.0,894.2255419371942,63.74748684443983
249.0,886.0346575413226,67.03825233525072
250.0,878.5039628596368,99.48383507072033
251.0,856.9001280898484,76.80739525264951
252.0,860.44421543449,106.29966521067965
253.0,854.9400944223643,68.1284564977757
254.0,823.3161981488502,67.67414879976886
255.0,819.5209202077791,77.60741446667342
256.0,821.8902598694553,75.16568959019426
257.0,782.6480987805807,59.231513816241225
258.0,783.6954773242901,82.02518506270951
259.0,776.7657711008848,85.40018187015352
260.0,772.8762745323938,100.58756340885729
261.0,759.8897426298246,106.0817044927032
262.0,735.563459609546,82.58862916851345
263.0,713.5697037013715,85.65773203764527
264.0,694.7735734883339,91.36071767913234
265.0,681.4074760901168,100.59232969102484
266.0,680.0208795387208,102.46485102867021
267.0,659.0266680186129,98.50032086587707
268.0,650.7376392486505,95.31002632253869
269.0,635.5785793505597,87.16349466440451
270.0,623.4516239243628,103.00211110410513
271.0,613.8991404350446,124.74269470564636
272.0,607.4309838737954,112.78653859058065
273.0,600.6250043831479,112.78440384586274
274.0,583.2977333304602,108.42942599407532
275.0,573.949279896062,114.32078493982273
276.0,560.1652125555011,99.68793215516973
277.0,537.8037593297952,107.47947874187629
278.0,529.3608693950174,136.25684335569022
279.0,507.22058897926905,117.76128811198097
280.0,491.7375506869725,117.29505313389771
281.0,478.8189206984566,125.86591529545679
282.0,461.9374727664587,122.51316415786039
283.0,446.3687984697822,122.4437080023133
284.0,438.6519848994124,135.8203715106061
285.0,418.25859763711907,138.26390902002646
286.0,409.0916729465354,150.71947149033807
287.0,385.13320419010853,141.69046883134249
288.0,372.0901506707299,152.16841051087806
289.0,362.553814834482,162.9247228118699
290.0,354.93989705397667,178.40807725360168
291.0,334.6618870578099,176.9762949233318
292.0,323.5081056251867,192.3900407869471
293.0,306.45243176434775,194.03516045467958
294.0,291.7800287764967,197.41545497043677
295.0,276.1871144097377,201.5618735291755
296.0,258.71761326456163,204.07361245224047
297.0,241.87845094385625,211.62282939587485
298.0,227.40915241558972,222.66403385049236
299.0,206.8650065516275,221.6810106440034
300.0,194.5414380068546,224.98505476568542
301.0,183.67859583309107,223.70282657665575
302.0,177.35019200796657,228.2203251275748
303.0,168.2277499299269,224.68563345445483
